,Title,Location,Price,Link,Company,date,Meta Data
10,"CDL - A Solo Company Driver - $1,650 Sign On Bonus!","                       South Bend, IN                   ",$0,https://southbend.craigslist.org/trp/d/south-bend-cdl-solo-company-driver-sign/7713279722.html,,2024-02-01 07:00,[]
11,"CDL-A Solo Company OTR Truck Driver - $1,500 Sign-On Bonus","                       Fort Worth, TX                   ",$0,https://dallas.craigslist.org/ftw/trp/d/fort-worth-cdl-solo-company-otr-truck/7713279717.html,,2024-02-01 06:00,[]
12,"CDL-A Team Hazmat and Doubles OTR Truck Drivers - $1,000 Sign-On Bonus","                       Birmingham, AL                   ",$0,https://bham.craigslist.org/trp/d/birmingham-cdl-team-hazmat-and-doubles/7713279716.html,,2024-02-01 06:00,[]
13,CDL SOLO/TEAM Drivers Needed!,                       El Paso                   ,$0,https://elpaso.craigslist.org/trp/d/el-paso-cdl-solo-team-drivers-needed/7713209738.html,":""Best Express Transportation""",2024-01-31 17:59,"""@type"":""JobPosting"",""description"":""Join the Best Express Transportation Family!!!<br>\n<br>\nLooking for TEAMS and SOLO<br>\n<br>\nOTR Truck Drivers<br>\nSign-On Bonus $750 + Big Flatscreen TV<br>\nLayover Pay<br>\nReliable Home Time<br>\nWeekly direct deposit<br>\nNo touch freight<br>\nNo endorsement required<br>\n100% dry van loads<br>\nWe offer \""Zero-Down Time\"" maintenance on the road 24/7<br>\nELD Training<br>\n<br>\nBonus:<br>\nClean Roadside Inspections<br>\nReferral Pay: Earn $0.01 more per mile on the miles that you run<br>\n1 Week paid vacation after one year of service<br>\n<br>\nMINIMUM REQUIREMENTS<br>\nCDL Class A<br>\n2 yrs Recent Tractor Trailer Experience<br>\nMust be able to pass MVR, Background and Drug Screen<br>\n<br>\nFreightliner Cascadias &amp; amp; Internationals 2020-2024<br>\nAssigned Equipment NO SLIP SEATING<br>\nWorry Free Maintenance: Road Service provided by Penske<br>\n<br>\nAPPLY TODAY!!<br>\n<br>\nhttps://intelliapp.driverapponline.com/c/bestexpresstrans<br>\n<br>\n<br>\nCome by our office and fill out an application today! Mon- Friday 8:00a.m. to 5:00p.m<br>\n<br>\n🚚🚛 Call Cynthia @ (915)315-1560 or (915)852-7500 for more information 🚚🚛<br>\n<br>\n<br>\n!!!!Se Habla Español!!!<br>\n"",""datePosted"":""2024-02-01T00:59:28+0000"",""employmentType"":""FULL_TIME"",""jobLocation"":""address"":""streetAddress"":""1741 Cherrintgon St"",""@type"":""PostalAddress"",""addressLocality"":""El Paso"",""postalCode"":""79928"",""addressRegion"":""TX"",""addressCountry"":""US""},""geo"":""@type"":""GeoCoordinates"",""longitude"":""-106.140100"",""latitude"":""31.663100""},""@type"":""Place""},""hiringOrganization"":""@type"":""Organization"",""name"":""Best Express Transportation""},""validThrough"":""2024-03-01"",""title"":""OTR Driver"",""@context"":""http://schema.org""}"
14,CDL class A OTR Professionals Sign-On Bonus $$$,,$0,https://charlotte.craigslist.org/trp/d/charlotte-cdl-class-otr-professionals/7713157592.html,,2024-01-31 17:01,[]
15,CDL class A OTR Professionals Sign-On Bonus $$$,                       mid cities                   ,$0,https://dallas.craigslist.org/mdf/trp/d/north-richland-hills-cdl-class-otr/7713157082.html,,2024-01-31 16:00,[]
16,CDL class A OTR Professionals Sign-On Bonus $$$,,$0,https://tulsa.craigslist.org/trp/d/tulsa-cdl-class-otr-professionals-sign/7713156640.html,,2024-01-31 15:58,[]
17,CDL class A OTR Professionals Sign-On Bonus $$$,                       otp north                   ,$0,https://atlanta.craigslist.org/nat/trp/d/atlanta-cdl-class-otr-professionals/7713156420.html,,2024-01-31 16:58,[]
18,LEASE PURCHASE- TRUCK PAYMENTS AS LOW AS 385 PER WEEK,"                       New Orleans, LA                   ",$0,https://neworleans.craigslist.org/trp/d/new-orleans-lease-purchase-truck/7713154382.html,,2024-01-31 15:52,[]
19,Owner Operator Class A CDL 88 % per each load! Apply now!,"                       Atlanta, GA                   ",$0,https://atlanta.craigslist.org/sat/trp/d/red-oak-owner-operator-class-cdl-88-per/7713148520.html,":""Rafa Trans Inc""",2024-01-31 16:34,"""@context"":""http://schema.org"",""datePosted"":""2024-01-31T21:34:17+0000"",""@type"":""JobPosting"",""hiringOrganization"":""@type"":""Organization"",""name"":""Rafa Trans Inc""},""jobLocation"":""address"":""postalCode"":""30272"",""@type"":""PostalAddress"",""addressCountry"":""US"",""addressRegion"":""GA"",""streetAddress"":"""",""addressLocality"":""Red Oak""},""geo"":""latitude"":""33.605300"",""@type"":""GeoCoordinates"",""longitude"":""-84.481300""},""@type"":""Place""},""description"":""Safety Professionalism Quality<br>\nEXCELLENCE IN MOTION.<br>\nOpportunities don’t happen, You create them!<br>\nYOU CALL IT, WE HAUL IT!<br>\n<br>\n<br>\nCALL US AT: 630-225-8231 ext. 609 OR APPLY ON THE LINK BELOW:<br>\n<br>\nhttps://intelliapp.driverapponline.com/c/rafatrans?uri_b=ia_rafatrans_999123536<br>\n<br>\n<br>\n<br>\nOWNER OPERATOR<br>\nGet paid 88% per each load!<br>\n<br>\n​<br>\n<br>\nIf you are CDL Class A Owner operator with 2017 or newer truck and looking for a good work relationship, in a family-oriented atmosphere where you will not be treated like just a number, we would love to have You on our team!<br>\n<br>\n<br>\n<br>\n<br>\nWE OFFER:<br>\n<br>\n\t2019 or Newer Trailers <br>\n\tGet paid 88% per each load!<br>\n\tBrand new Flatbed equipment <br>\n\t24 hours service support line<br>\n\tPlates<br>\n\tFuel cards &amp; fuel surcharge<br>\n\tPre Pass &amp; I Pass<br>\n\tNationwide tire and Maintenance discount <br>\n\tMaintenance program<br>\n\tPhysical insurance <br>\n\tHealth insurance options via partnership with True North/True Choices program<br>\n\tPet and rider policy<br>\n\tFree ELD device and free installation<br>\n\tCheck advances<br>\n\tSign on bonus $6000<br>\n\tWe will keep you busy year-round: 2500-3000 miles per week<br>\n\tHome every weekend of stay longer if you wish<br>\n\tNo Forced dispatch<br>\n\tConsistent and steady freight (don’t worry about getting loaded and making the maximum earnings every week)<br>\n\tDedicated dispatcher<br>\n\t80% is an optional choice (call for more info)<br>\n\t80% of revenue, you get free cargo liability and free E-log equipment.<br>\n<br>\n<br>\nIF YOU MEET THE FOLLOWING QUALIFICATIONS, WE WANT TO HEAR FROM YOU:<br>\n<br>\n\tMust be 23 years or older<br>\n\tCDL Class A license<br>\n\tVerifiable 2 years of recent OTR experience <br>\n\tClean MVR &amp; PSP records in a period of 3 years<br>\n\tClean criminal background<br>\n\tNo DUI/DWI in a period of 5 years<br>\n<br>\n<br>\nAPPLY ONLINE NOW:<br>\n<br>\nhttps://intelliapp.driverapponline.com/c/rafatrans?uri_b=ia_rafatrans_999123536<br>\n<br>\n<br>\nABOUT US<br>\n<br>\nRafa Trans Inc is a family-oriented and a mid-size growing company with one of the best program in the industry!<br>\nWe are based in Chicago IL.<br>\nRafa Trans Inc was born in 2013 with originally three trucks only!<br>\nSince 2013 we have grown to 80 tractors and 90 trailers as a result of meeting the needs of our customers and providing competitive rates.<br>\nRafa Trans Inc has a team of professionals.<br>\nOur employees and trucks comply with the safety standards.<br>\n<br>\n<br>\nWORK FOR A COMPANY THAT MAKES A DIFFERENCE!<br>\n<br>\nCall us at: 630-225-8231 ext. 609<br>\n<br>\n<br>\n<br>\n<br>\n"",""employmentType"":""FULL_TIME"",""title"":""Owner Operator Class A Driver 88 %"",""validThrough"":""2024-03-01""}"
20,65 cents per mile - OTR - new and newer Volvo trucks -Se Habla Español,                       Chicago                   ,$0,https://chicago.craigslist.org/chc/trp/d/westmont-65-cents-per-mile-otr-new-and/7713117136.html,,2024-01-31 14:12,[]
21,"Dedicated Regional Runs .. All No Touch, No HAZMAT, Dry Van. CDL ""A"".!","                       Buffalo, NY                   ",$0,https://buffalo.craigslist.org/trp/d/buffalo-dedicated-regional-runs-all-no/7713054384.html,":""Bolus Freight Systems, Inc.""",2024-01-31 12:40,"""@type"":""JobPosting"",""jobLocation"":""geo"":""longitude"":""-78.850500"",""latitude"":""42.915400"",""@type"":""GeoCoordinates""},""address"":""addressCountry"":""US"",""streetAddress"":"""",""addressRegion"":""NY"",""postalCode"":""14208"",""@type"":""PostalAddress"",""addressLocality"":""Buffalo""},""@type"":""Place""},""employmentType"":""FULL_TIME"",""hiringOrganization"":""@type"":""Organization"",""name"":""Bolus Freight Systems, Inc.""},""datePosted"":""2024-01-31T17:40:53+0000"",""validThrough"":""2024-03-01"",""@context"":""http://schema.org"",""description"":""Bolus Freight Systems Announces New Pay Packages for CDL-A DRIVERS. !!!  Regional, OTR.!!!  $70,000 to $85,000+.!!!<br>\n.<br>\n$1200.00 SIGN-On Bonus.!!!<br>\n.<br>\nNEW DEDICATED LANES. ALL NO TOUCH FREIGHT. ALL NO HAZMAT. ALL DRY VAN FREIGHT. <br>\nWE PAY EVERY WEEK.  WE GET YOU HOME EVERY WEEK.!!<br>\nCALL US.... 800-444-1497 ... OR … (570) 445-5707 ... ASK FOR TYLER.!!!<br>\n.<br>\nRead more about us and fill out and on-line application at:<br>\nWWW.BOLUSFREIGHT.COM<br>\n.<br>\n$1500 TO $1800 PER WEEK -- Sign-On Bonus, Monthly Bonus Programs and Incentives for all our Full-Time CDL Class \""A\"" Drivers. ... 401K with 100% Company Match, Holidays Off, and more....<br>\n.<br>\nGreat Money, Great Home Time, No Touch, No HAZMAT..=..The Perfect Job for a CDL \""A\"" Driver.<br>\nWE HAVE THE \""NO-TOUCH\"" RUNS TO KEEP OUR DRIVERS MOVING. !!!!<br>\n.<br>\nWe have Regional Positions available for Professional CDL \""A\"" Drivers who live your area.<br>\n53' Dry Van, No Touch Freight. No HAZMAT. This is Clean - NO TOUCH - Dry Freight.<br>\n6+months of recent CDL Class \""A\"" Tractor/Trailer Experience.<br>\nMust have a good driving record.<br>\n.<br>\nClass \""A\"" CDL Drivers. !!!!<br>\n.<br>\nOur Drivers can make $70,000 to $85,000+ per year and still enjoy time off at home every week. !!!<br>\n.<br>\nNo Touch, No HAZMAT, Clean Dry Van Freight.<br>\n.<br>\nBONUS'S AND INCENTIVES IN YOUR FIRST 12 MONTHS.!!!<br>\n.<br>\nBOLUS FREIGHT SYSTEMS:<br>\nThe key to our success is our employees. We hire the best people to service our customers that are dedicated to Safety, Customer Service, and Professionalism. Our drivers enjoy a great workplace and a great family life with our home time programs; and our drivers enjoy a primary work week being Monday through Friday, with optional weekend work available to them at the drivers choosing.<br>\n.<br>\nOur Regional drivers can choose from runs within a 300 mile radius getting them through the home terminal once or twice during the week AND on weekends.<br>\nOR<br>\nOur OTR drivers can choose from runs within a 700 mile radius getting them through the home terminal every weekend.<br>\nPay and Benefits:<br>\n. Our Full-Time Drivers can make $1500 to $1700+ per week.!!!<br>\n• Both Regional and OTR positions have flexible schedules<br>\n• Stop-off pay and detention pay<br>\n• D.O.T. bonus and Safety bonus<br>\n• 100% no-touch freight<br>\n• Driver friendly freight with drop and hook programs<br>\n• Easy electronic logs<br>\n• Employee Health packages and 401K<br>\n.<br>\nDon't forget to check us out on FACEBOOK and INSTAGRAM<br>\nhttps://www.facebook.com/Bolus-Freight-Systems-302940880054760<br>\nhttps://www.instagram.com/bolusfreightsystems/<br>\n"",""title"":""CDL Class \""A\"" Driver""}"
22,"⛟⛟⛟ CDL-A OTR FLATBED DRIVERS/  $2,300 weekly average","                       Pittsburgh, PA                   ",$0,https://hartford.craigslist.org/trp/d/oakdale-cdl-otr-flatbed-drivers-2300/7713044454.html,":""SNM LOGISTICS LLC""",2024-01-31 12:18,"""@context"":""http://schema.org"",""title"":""CDL-A Flatbed driver"",""description"":""<b><font color=\""RED\""><font size=\""5\""> Now Hiring Experienced Flatbed  OTR CDL-A Drivers! </font></font></b><br>\n                                             -------------------------------------------------------------------------------------------------------<br>\n<br>\n<font size=\""4\"">SNM Logistics, a family owned flatbed trucking company specializing in LTL hauls, is looking for new drivers to join our team! We pay top dollar for experienced drivers with good DOT Safety records!<br>\nWe are located in the Pittsburgh, PA area but we hire in all 48 states\n </font><br>\n<br>\n<b><font color=\""BLUE\""> <font size=\""6\""> Apply today at https://gosnmlogistics.com/ or https://intelliapp.driverapponline.com/c/1658815  </font></font></b>\n<br>\n<br>\n<b><font color=\""BLUE\""><font size=\""4\"">Benefits:</font></font></b><br>\n<br>\n<b><font color=\""BLACK\""><font size=\""4\"">\n\n•\t  $1,000 Sign-on Bonus! <br>\n•\t Percentage pay<br>\n•\t OTR drivers make $2,300 on average per week <br>\n•\tTrucks – Volvo VNL I-shift truck (2022 – 2024 models) ; trailers-  53’ step decks<br>\n•\t OTR drivers 3-4 weeks on the road, 4-7 days home <br>\n•\tWeekly pays (Direct deposited)<br>\n•\tOccupational Accident Insurance <br>\n•\tPre-Pass, Fuel Card to keep you on the go<br>\n•\tBonuses for No Violation DOT inspections<br>\n•\tCash Advances <br>\n•\tNo NYC, Canada or Mexico<br>\n•\tDriver referral bonus program<br>\n•\tPet Policy<br>\n•\tPassenger Program <br>\n•\t1099 Position<br>\n\n</font>\n<br>\n<b><font color=\""blue\""><font size=\""4\"">Qualifications:</font></font></b><br></font>\n<br>\n<b><font color=\""BLACK\""><font size=\""4\""></font>\n<font size=\""4\"">•   Must have current CDL-A and be 23 years of age <br></font>\n<font size=\""4\"">•\t24 months of CDL, 12 months of flatbed experience <br></font>\n<font size=\""4\"">•\tNo DWIs in the past 5 years<br></font>\n<font size=\""4\"">•\tMust be eligible to be employed in the United States <br></font>\n<br>\n\n<b><font color=\""RED\""><font size=\""4\"">Accommodation fees, traveling costs, drug tests are covered for all applicable candidates<br>\n<br>\n<b><font color=\""BLUE\""><font size=\""4\"">Start driving with SNM Logistics today! \n<br></font>\n<br>\n<font size=\""4\""><font color=\""BLACK\"">Call us today 412-843-0976 Lana</font></font></font></b><br> </font></font></b></font></b></b>\n"",""@type"":""JobPosting"",""hiringOrganization"":""@type"":""Organization"",""name"":""SNM LOGISTICS LLC""},""validThrough"":""2024-03-01"",""jobLocation"":""geo"":""@type"":""GeoCoordinates"",""latitude"":""40.403300"",""longitude"":""-80.184200""},""address"":""streetAddress"":"""",""postalCode"":""15071"",""addressCountry"":""US"",""@type"":""PostalAddress"",""addressRegion"":""PA"",""addressLocality"":""Oakdale""},""@type"":""Place""},""employmentType"":""FULL_TIME"",""datePosted"":""2024-01-31T17:18:01+0000""}"
23,"⛟⛟⛟ CDL-A OTR FLATBED DRIVERS/  $2,300 weekly average","                       PITTSBURGH, PA                   ",$0,https://charleston.craigslist.org/trp/d/oakdale-cdl-otr-flatbed-drivers-2300/7713041496.html,":""SNM LOGISTICS LLC"",""@type"":""Organization""",2024-01-31 12:12,"""hiringOrganization"":""name"":""SNM LOGISTICS LLC"",""@type"":""Organization""},""validThrough"":""2024-03-01"",""employmentType"":""FULL_TIME"",""jobLocation"":""@type"":""Place"",""geo"":""longitude"":""-80.184200"",""latitude"":""40.403300"",""@type"":""GeoCoordinates""},""address"":""@type"":""PostalAddress"",""addressCountry"":""US"",""postalCode"":""15071"",""streetAddress"":"""",""addressLocality"":""Oakdale"",""addressRegion"":""PA""}},""@context"":""http://schema.org"",""description"":""<b><font color=\""RED\""><font size=\""5\""> Now Hiring Experienced Flatbed  OTR CDL-A Drivers! </font></font></b><br>\n                                             -------------------------------------------------------------------------------------------------------<br>\n<br>\n<font size=\""4\"">SNM Logistics, a family owned flatbed trucking company specializing in LTL hauls, is looking for new drivers to join our team! We pay top dollar for experienced drivers with good DOT Safety records!<br>\nWe are located in the Pittsburgh, PA area but we hire in all 48 states\n </font><br>\n<br>\n<b><font color=\""BLUE\""> <font size=\""6\""> Apply today at https://gosnmlogistics.com/ or https://intelliapp.driverapponline.com/c/1658815  </font></font></b>\n<br>\n<br>\n<b><font color=\""BLUE\""><font size=\""4\"">Benefits:</font></font></b><br>\n<br>\n<b><font color=\""BLACK\""><font size=\""4\"">\n\n•\t  $1,000 Sign-on Bonus! <br>\n•\t Percentage pay<br>\n•\t OTR drivers make $2,300 on average per week <br>\n•\tTrucks – Volvo VNL I-shift truck (2022 – 2024 models) ; trailers-  53’ step decks<br>\n•\t OTR drivers 3-4 weeks on the road, 4-7 days home <br>\n•\tWeekly pays (Direct deposited)<br>\n•\tOccupational Accident Insurance <br>\n•\tPre-Pass, Fuel Card to keep you on the go<br>\n•\tBonuses for No Violation DOT inspections<br>\n•\tCash Advances <br>\n•\tNo NYC, Canada or Mexico<br>\n•\tDriver referral bonus program<br>\n•\tPet Policy<br>\n•\tPassenger Program <br>\n•\t1099 Position<br>\n\n</font>\n<br>\n<b><font color=\""blue\""><font size=\""4\"">Qualifications:</font></font></b><br></font>\n<br>\n<b><font color=\""BLACK\""><font size=\""4\""></font>\n<font size=\""4\"">•   Must have current CDL-A and be 23 years of age <br></font>\n<font size=\""4\"">•\t24 months of CDL, 12 months of flatbed experience <br></font>\n<font size=\""4\"">•\tNo DWIs in the past 5 years<br></font>\n<font size=\""4\"">•\tMust be eligible to be employed in the United States <br></font>\n<br>\n\n<b><font color=\""RED\""><font size=\""4\"">Accommodation fees, traveling costs, drug tests are covered for all applicable candidates<br>\n<br>\n<b><font color=\""BLUE\""><font size=\""4\"">Start driving with SNM Logistics today! \n<br></font>\n<br>\n<font size=\""4\""><font color=\""BLACK\"">Call us today 412-843-0976 Lana</font></font></font></b><br> </font></font></b></font></b></b>\n"",""datePosted"":""2024-01-31T17:12:02+0000"",""@type"":""JobPosting"",""title"":""CDL-A Flatbed driver""}"
24,"⛟⛟⛟ CDL-A OTR FLATBED DRIVERS/  $2,300 weekly average","                       Pittsburgh, PA                   ",$0,https://albany.craigslist.org/trp/d/oakdale-cdl-otr-flatbed-drivers-2300/7713038905.html,":""SNM LOGISTICS LLC"",""@type"":""Organization""",2024-01-31 12:07,"""description"":""<b><font color=\""RED\""><font size=\""5\""> Now Hiring Experienced Flatbed  OTR CDL-A Drivers! </font></font></b><br>\n                                             -------------------------------------------------------------------------------------------------------<br>\n<br>\n<font size=\""4\"">SNM Logistics, a family owned flatbed trucking company specializing in LTL hauls, is looking for new drivers to join our team! We pay top dollar for experienced drivers with good DOT Safety records!<br>\nWe are located in the Pittsburgh, PA area but we hire in all 48 states\n </font><br>\n<br>\n<b><font color=\""BLUE\""> <font size=\""6\""> Apply today at https://gosnmlogistics.com/ or https://intelliapp.driverapponline.com/c/1658815  </font></font></b>\n<br>\n<br>\n<b><font color=\""BLUE\""><font size=\""4\"">Benefits:</font></font></b><br>\n<br>\n<b><font color=\""BLACK\""><font size=\""4\"">\n\n•\t  $1,000 Sign-on Bonus! <br>\n•\t Percentage pay<br>\n•\t OTR drivers make $2,300 on average per week <br>\n•\tTrucks – Volvo VNL I-shift truck (2022 – 2024 models) and our trailers are 53’ step decks<br>\n•\t OTR drivers 3-4 weeks on the road, 4-7 days home <br>\n•\tWeekly pays (Direct deposited)<br>\n•\tOccupational Accident Insurance <br>\n•\tPre-Pass, Fuel Card to keep you on the go<br>\n•\tBonuses for No Violation DOT inspections<br>\n•\tCash Advances <br>\n•\tNo NYC, Canada or Mexico<br>\n•\tDriver referral bonus program<br>\n•\tOrientation Pay<br>\n•\tPet Policy<br>\n•\tPassenger Program <br>\n•\t1099 Position<br>\n\n</font>\n<br>\n<b><font color=\""blue\""><font size=\""4\"">Qualifications:</font></font></b><br></font>\n<br>\n<b><font color=\""BLACK\""><font size=\""4\""></font>\n<font size=\""4\"">•   Must have current CDL-A and be 23 years of age <br></font>\n<font size=\""4\"">•\t24 months of CDL, 12 months of flatbed experience <br></font>\n<font size=\""4\"">•\tNo DWIs in the past 5 years<br></font>\n<font size=\""4\"">•\tMust be eligible to be employed in the United States <br></font>\n<br>\n\n<b><font color=\""RED\""><font size=\""4\"">Accommodation fees, traveling costs, drug tests are covered for all applicable candidates<br>\n<br>\n<b><font color=\""BLUE\""><font size=\""4\"">Start driving with SNM Logistics today! \n<br></font>\n<br>\n<font size=\""4\""><font color=\""BLACK\"">Call us today 412-843-0976 Lana</font></font></font></b><br> </font></font></b></font></b></b>\n"",""@type"":""JobPosting"",""hiringOrganization"":""name"":""SNM LOGISTICS LLC"",""@type"":""Organization""},""jobLocation"":""geo"":""@type"":""GeoCoordinates"",""latitude"":""40.403300"",""longitude"":""-80.184200""},""address"":""postalCode"":""15071"",""streetAddress"":"""",""addressLocality"":""Oakdale"",""addressRegion"":""PA"",""@type"":""PostalAddress"",""addressCountry"":""US""},""@type"":""Place""},""validThrough"":""2024-03-01"",""datePosted"":""2024-01-31T17:07:02+0000"",""employmentType"":""FULL_TIME"",""@context"":""http://schema.org"",""title"":""CDL-A Flatbed driver""}"
